Plant Name,Molecule,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility,Drug Score,Mutagenecity,Tumerogenicity,Irritant,Drug likeliness
Blumea balsamifera,(-)-Blumealactone A,C/C=C(\C(=O)O[C@@H]1[C@@H]2[C@H](OC(=O)C2=C)[C@H](O)[C@H](C)CCC[C@@]2([C@@H]1O2)C)/C,C20H28O6,364.43,26,0,0.7,3,6,1,95.82,85.36,2.66,2.73,2.3,1.89,2.61,2.44,-3.62,8.71E-02,2.39E-04,Soluble,-4.18,2.43E-02,6.66E-05,Moderately soluble,-2.27,1.94E+00,5.33E-03,Soluble,High,No,No,No,No,No,No,No,-6.58,0,0,0,0,0,0.55,0,3,1,5.6,0.15,NO,yes,yes,-10.6
Blumea balsamifera,(-)-Blumealactone B,CC(=CC(=O)O[C@@H]1[C@@H]2[C@H](OC(=O)C2=C)[C@H](O)[C@H](C)CCC[C@@]2([C@@H]1O2)C)C,C20H28O6,364.43,26,0,0.7,3,6,1,95.82,85.36,3.11,2.98,2.3,1.89,2.61,2.58,-3.78,6.06E-02,1.66E-04,Soluble,-4.44,1.34E-02,3.66E-05,Moderately soluble,-2.27,1.94E+00,5.33E-03,Soluble,High,No,No,No,No,No,No,No,-6.41,0,0,0,0,0,0.55,0,3,1,5.6,0.25,NO,no,yes,-14.8
Blumea balsamifera,Blumeatin,COc1cc2O[C@@H](CC(=O)c2c(c1)O)c1cc(O)cc(c1)O,C16H14O6,302.28,22,12,0.19,2,6,3,78.06,96.22,2.12,2.58,2.19,0.41,2.08,1.88,-3.61,7.40E-02,2.45E-04,Soluble,-4.25,1.70E-02,5.64E-05,Moderately soluble,-3.53,8.84E-02,2.92E-04,Soluble,High,No,Yes,Yes,No,No,No,Yes,-6.31,0,0,0,0,0,0.55,0,0,0,3.2,0.5,NO,no,no,-2.04
Calea jamaicensis,Jamaicolide D,C/C=C(\C(=O)O[C@@H]1C(=CC[C@H](O)C(=C)C[C@@H]([C@H]2[C@H]1OC(=O)C2=C)OC(=O)C)C)/C,C22H28O7,404.45,29,0,0.5,5,7,1,106.76,99.13,3.29,2.17,2.55,2.09,2.65,2.55,-3.38,1.67E-01,4.12E-04,Soluble,-3.88,5.27E-02,1.30E-04,Soluble,-2.58,1.08E+00,2.66E-03,Soluble,High,No,No,No,No,No,No,No,-7.23,0,0,0,0,0,0.55,0,3,1,5.69,0.22,NO,no,yes,-7.89
Calea jamaicensis,Jamaicolide C,C/C=C(/C(=O)O[C@@H]1CC(=C)[C@@H](O)C[C@H](C(=C[C@H]2[C@@H]1C(=C)C(=O)O2)C)O)\C,C20H26O6,362.42,26,0,0.5,3,6,2,97.02,93.06,3.01,1.46,1.98,1.72,2.13,2.06,-2.81,5.63E-01,1.55E-03,Soluble,-3.02,3.46E-01,9.54E-04,Soluble,-1.96,3.99E+00,1.10E-02,Soluble,High,No,No,No,No,No,No,No,-7.47,0,0,0,0,0,0.55,0,3,1,5.54,0.25,NO,no,yes,-8.09
Calea jamaicensis,Jamaicolide B,CC(=O)OC/C=C(\C(=O)O[C@@H]1C[C@@](C)(O)[C@]23[C@@H]([C@@H]4[C@@H]1C(=C)C(=O)O4)[C@]1([C@@H]([C@@H]3O2)O1)C)/C,C22H26O9,434.44,31,0,0.68,6,9,1,103.65,124.19,2.54,0.33,0.58,0.69,2.36,1.3,-2.35,1.96E+00,4.51E-03,Soluble,-2.5,1.37E+00,3.15E-03,Soluble,-2.01,4.24E+00,9.75E-03,Soluble,High,No,No,No,No,No,No,No,-8.72,0,0,0,0,0,0.55,0,3,1,5.97,0.09,Yes,yes,yes,-4.31
Calea jamaicensis,Jamaicolide A,CC(=O)OC/C=C(\C(=O)O[C@@H]1CC(=C)[C@@]2([C@@H]([C@@H]3[C@@H]1C(=C)C(=O)O3)[C@](C=C2)(C)O)O)/C,C22H26O8,418.44,30,0,0.5,6,8,2,105.88,119.36,2.55,0.75,1.13,1.3,2.04,1.56,-2.51,1.29E+00,3.08E-03,Soluble,-2.84,6.10E-01,1.46E-03,Soluble,-1.99,4.31E+00,1.03E-02,Soluble,High,No,No,No,No,No,No,No,-8.32,0,0,0,0,0,0.55,0,3,1,5.46,0.1,Yes,yes,yes,-4.64
Carpesium abrotanoides,alpha-Terpinene,CC1=CC=C(CC1)C(C)C,C10H16,136.23,10,0,0.6,1,0,0,47.12,0,2.7,4.25,3.31,3.27,2.95,3.3,-3.3,6.89E-02,5.06E-04,Soluble,-3.96,1.49E-02,1.09E-04,Soluble,-2.23,8.06E-01,5.92E-03,Soluble,Low,Yes,No,No,No,No,No,No,-4.11,0,1,0,0,2,0.55,0,0,2,3.63,0.16,NO,no,yes,-6.63
Carpesium abrotanoides ,Granilin,O[C@H]1C[C@@H](O)[C@]2([C@H](C1=C)C[C@H]1[C@@H](C2)OC(=O)C1=C)C,C15H20O4,264.32,19,0,0.67,0,4,2,70.28,66.76,2.08,0.96,1.18,1.62,1.72,1.51,-2.08,2.18E+00,8.25E-03,Soluble,-1.95,2.97E+00,1.12E-02,Very soluble,-1.69,5.46E+00,2.07E-02,Soluble,High,Yes,Yes,No,No,No,No,No,-7.23,0,0,0,0,0,0.55,0,2,0,4.29,0.28,NO,no,yes,-6.06
Carpesium abrotanoides,Stigmasterol,CC[C@@H](C(C)C)/C=C/[C@@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CC=C2[C@]1(C)CC[C@@H](C2)O)C,C29H48O,412.69,30,0,0.86,5,1,1,132.75,20.23,5.1,8.56,7.8,6.62,6.86,6.99,-7.46,1.43E-05,3.46E-08,Poorly soluble,-8.86,5.71E-07,1.38E-09,Poorly soluble,-5.47,1.40E-03,3.39E-06,Moderately soluble,Low,No,No,No,No,Yes,No,No,-2.74,1,3,0,1,2,0.55,0,1,2,6.21,0.25,NO,no,no,1.22
Carpesium abrotanoides,Eriolin,O=C1O[C@@H]2[C@@H]([C@@H]1C)C[C@H]1O[C@]1(C)CC[C@H]1[C@](C2)(C)O1,C15H22O4,266.33,19,0,0.93,0,4,0,69.29,51.36,2.54,1.81,2.05,1.82,2.71,2.19,-2.63,6.22E-01,2.34E-03,Soluble,-2.51,8.27E-01,3.10E-03,Soluble,-2.3,1.34E+00,5.04E-03,Soluble,High,Yes,No,No,No,No,No,No,-6.64,0,0,0,0,0,0.55,0,1,0,4.61,0.6,NO,yes,no,0.61
Carpesium abrotanoides,Telekin,O=C1O[C@H]2[C@@H](C1=C)C[C@@]1([C@](C2)(C)CCCC1=C)O,C15H20O3,248.32,18,0,0.67,0,3,1,69.15,46.53,2.27,2.12,2.36,2.47,3.02,2.45,-2.72,4.78E-01,1.93E-03,Soluble,-2.73,4.64E-01,1.87E-03,Soluble,-2.94,2.83E-01,1.14E-03,Soluble,High,Yes,No,No,No,No,No,No,-6.31,0,0,0,0,0,0.55,0,2,1,4,0.27,NO,no,yes,-8.94
Carpesium abrotanoides,Carabrone,CC(=O)CC[C@H]1[C@H]2[C@]1(C)C[C@@H]1[C@H](C2)C(=C)C(=O)O1,C15H20O3,248.32,18,0,0.73,3,3,0,68.63,43.37,2.47,2.05,2.5,2.47,3.14,2.53,-2.47,8.35E-01,3.36E-03,Soluble,-2.59,6.39E-01,2.57E-03,Soluble,-2.99,2.54E-01,1.02E-03,Soluble,High,Yes,No,No,No,No,No,No,-6.36,0,0,0,0,0,0.55,0,1,1,3.84,0.27,NO,no,yes,-9.81
Carpesium abrotanoides,Carabrol,C[C@H](CC[C@H]1[C@H]2[C@]1(C)C[C@@H]1[C@H](C2)C(=C)C(=O)O1)O,C15H22O3,250.33,18,0,0.8,3,3,1,69.59,46.53,2.7,2.5,2.29,2.56,2.82,2.57,-2.77,4.26E-01,1.70E-03,Soluble,-3.12,1.89E-01,7.54E-04,Soluble,-2.52,7.65E-01,3.05E-03,Soluble,High,Yes,No,No,No,No,No,No,-6.05,0,0,0,0,0,0.55,0,1,0,4.01,0.27,NO,no,yes,-12.8
Carpesium abrotanoides,Carpesiolin,C=C1C(=O)O[C@@H]2[C@@H]1[C@H](O)[C@]1(C)C(=O)CC[C@H]1[C@@H](C2)C,C15H20O4,264.32,19,0,0.73,0,4,1,69.79,63.6,1.68,1.13,1.47,1.62,2.03,1.59,-2.19,1.70E+00,6.45E-03,Soluble,-2.06,2.31E+00,8.72E-03,Soluble,-2.15,1.88E+00,7.10E-03,Soluble,High,Yes,No,No,No,No,No,No,-7.11,0,0,0,0,0,0.55,0,1,0,4.27,0.28,NO,no,yes,-7.14
Eupatorium lindleyanum,Eupalinin B,OC/C=C(/C(=O)O[C@@H]1C[C@]2(C)O[C@@H]2C[C@@H](C(=C[C@H]2[C@H]1C(=C)C(=O)O2)C)OC(=O)C)\C,C22H28O8,420.45,30,0,0.59,6,8,1,106.24,111.66,2.8,1.21,1.76,1.38,2.51,1.93,-2.81,6.47E-01,1.54E-03,Soluble,-3.15,2.97E-01,7.05E-04,Soluble,-2.3,2.10E+00,4.99E-03,Soluble,High,No,No,No,No,No,No,No,-8.01,0,0,0,0,0,0.55,0,4,1,5.89,0.24,NO,no,yes,-5.32
Eupatorium lindleyanum,Heliangine,C/C=C(/C(=O)O[C@@H]1C[C@@]2(C)O[C@@H]2C[C@@H](C(=C[C@H]2[C@@H]1C(=C)C(=O)O2)C)O)\C,C20H26O6,362.42,26,0,0.6,3,6,1,95.34,85.36,2.48,1.88,2.22,1.8,2.6,2.2,-3.07,3.06E-01,8.45E-04,Soluble,-3.29,1.84E-01,5.07E-04,Soluble,-2.26,2.01E+00,5.55E-03,Soluble,High,No,No,No,No,No,No,No,-7.18,0,0,0,0,0,0.55,0,4,1,5.66,0.25,NO,no,yes,-7.55
Eupatorium lindleyanum,Quercetin-3-beta-galactoside,OC[C@H]1O[C@@H](Oc2c(oc3c(c2=O)c(O)cc(c3)O)c2ccc(c(c2)O)O)[C@H]([C@@H]([C@H]1O)O)O,C21H20O12,464.38,33,16,0.29,4,12,8,110.16,210.51,2.23,0.36,-0.54,-2.59,-0.59,-0.23,-3.04,4.23E-01,9.10E-04,Soluble,-4.35,2.10E-02,4.51E-05,Moderately soluble,-1.51,1.43E+01,3.08E-02,Soluble,Low,No,Yes,No,No,No,No,No,-8.88,2,1,1,1,3,0.17,1,1,1,5.32,0.43,NO,no,no,-2.17
Eupatorium lindleyanum,Quercetin3-O-alpha-rhamnopyranoside,Oc1cc(O)c2c(c1)oc(c(c2=O)O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@@H]1O)O)O)c1ccc(c(c1)O)O,C21H20O11,448.38,32,16,0.29,3,11,7,109,190.28,2.34,0.86,0.49,-1.84,0.01,0.37,-3.33,2.08E-01,4.64E-04,Soluble,-4.44,1.63E-02,3.63E-05,Moderately soluble,-2.08,3.69E+00,8.22E-03,Soluble,Low,No,Yes,No,No,No,No,No,-8.42,2,0,1,1,3,0.17,1,1,1,5.28,0.77,NO,no,no,3.31
Eupatorium lindleyanum,2alpha-Hydroxyeupatolide,CC1=C[C@H]2OC(=O)C(=C)[C@H]2[C@H](CC(=C[C@H](C1)O)C)O,C15H20O4,264.32,19,0,0.53,0,4,2,72.18,66.76,1.91,0.75,1.49,1.53,1.43,1.42,-1.95,2.96E+00,1.12E-02,Very soluble,-1.73,4.91E+00,1.86E-02,Very soluble,-1.44,9.66E+00,3.66E-02,Soluble,High,Yes,No,No,No,No,No,No,-7.38,0,0,0,0,0,0.55,0,2,0,4.83,0.28,NO,no,yes,-6.53
Eupatorium lindleyanum,Eupalinin C,C/C=C(/C(=O)O[C@@H]1C[C@]2(C)O[C@@H]2C[C@H](C(=C[C@H]2[C@H]1C(=C)C(=O)O2)C)OC(=O)C)\CO,C22H28O8,420.45,30,0,0.59,6,8,1,106.24,111.66,2.84,1.21,1.76,1.38,2.51,1.94,-2.81,6.47E-01,1.54E-03,Soluble,-3.15,2.97E-01,7.05E-04,Soluble,-2.3,2.10E+00,4.99E-03,Soluble,High,No,No,No,No,No,No,No,-8.01,0,0,0,0,0,0.55,0,4,1,5.9,0.24,NO,no,yes,-6.55
Eupatorium lindleyanum,Eupalinin D,OC/C=C(/C(=O)O[C@@H]1C[C@]2(C)O[C@@H]2C[C@@H](C(=C[C@H]2[C@H]1C(=C)C(=O)O2)C)OC(=O)C)\C,C22H28O8,420.45,30,0,0.59,6,8,1,106.24,111.66,2.8,1.21,1.76,1.38,2.51,1.93,-2.81,6.47E-01,1.54E-03,Soluble,-3.15,2.97E-01,7.05E-04,Soluble,-2.3,2.10E+00,4.99E-03,Soluble,High,No,No,No,No,No,No,No,-8.01,0,0,0,0,0,0.55,0,4,1,5.89,0.24,NO,no,yes,-5.32
Eupatorium lindleyanum,Eupalinin A,C/C=C(/C(=O)O[C@@H]1C[C@]2(C)O[C@@H]2C[C@@H](C(=C[C@H]2[C@H]1C(=C)C(=O)O2)C)OC(=O)C)\CO,C22H28O8,420.45,30,0,0.59,6,8,1,106.24,111.66,2.93,1.21,1.76,1.38,2.51,1.96,-2.81,6.47E-01,1.54E-03,Soluble,-3.15,2.97E-01,7.05E-04,Soluble,-2.3,2.10E+00,4.99E-03,Soluble,High,No,No,No,No,No,No,No,-8.01,0,0,0,0,0,0.55,0,4,1,5.9,0.24,NO,no,yes,-6.55
Eupatorium lindleyanum,"8beta-Tigloyloxy-2,3-seco-4Z,11(13)-heliangadiene-3,10beta:6,12-diolid-2-oic acid",C/C=C(/C(=O)O[C@@H]1C[C@](C)(CC(=O)O)OC(=O)C(=C[C@H]2[C@@H]1C(=C)C(=O)O2)C)\C,C20H24O8,392.4,28,0,0.5,5,8,1,98.27,116.2,1.44,2.2,2.09,1.67,2.32,1.94,-3.33,1.84E-01,4.69E-04,Soluble,-4.27,2.09E-02,5.32E-05,Moderately soluble,-2.38,1.62E+00,4.12E-03,Soluble,High,No,No,No,No,No,No,No,-7.13,0,0,0,0,0,0.56,0,2,1,5.46,0.25,NO,no,yes,-12.3
Eupatorium lindleyanum,Eupachifolin D,OC/C=C(/C(=O)O[C@@H]1C[C@](O)(CCl)[C@H]2[C@@H]([C@H]3[C@H]1C(=C)C(=O)O3)C(=C[C@@H]2OC(=O)C)C)\C,C22H27ClO8,454.9,31,0,0.59,7,8,2,111.12,119.36,3.16,1.01,1.43,1.6,2.3,1.9,-2.83,6.66E-01,1.46E-03,Soluble,-3.11,3.57E-01,7.84E-04,Soluble,-2.36,2.00E+00,4.41E-03,Soluble,High,No,Yes,No,No,No,No,Yes,-8.36,0,0,0,0,0,0.55,0,4,1,5.68,0.07,Yes,yes,yes,-5.49
Eupatorium lindleyanum,Eupalinilide A,OC/C=C(/C(=O)O[C@@H]1C[C@](O)(CCl)[C@@H]2[C@@H]([C@H]3[C@@H]1C(=C)C(=O)O3)[C@@](C=C2)(C)O)\C,C20H25ClO7,412.86,28,0,0.6,5,7,3,101.42,113.29,2.47,0.71,0.86,1.22,1.78,1.41,-2.52,1.26E+00,3.04E-03,Soluble,-2.67,8.89E-01,2.15E-03,Soluble,-1.75,7.43E+00,1.80E-02,Soluble,High,No,Yes,No,No,No,No,Yes,-8.31,0,0,0,0,0,0.55,0,4,1,5.47,0.07,Yes,yes,yes,-4.7
Eupatorium lindleyanum,Eupalinilide B,OC/C=C(/C(=O)O[C@@H]1CC(=C)[C@@H]2[C@@H]([C@H]3[C@@H]1C(=C)C(=O)O3)[C@@](C=C2)(C)O)\C,C20H24O6,360.4,26,0,0.5,4,6,2,94.95,93.06,2.57,1.26,1.45,1.72,2.01,1.8,-2.6,8.96E-01,2.49E-03,Soluble,-2.81,5.54E-01,1.54E-03,Soluble,-1.74,6.57E+00,1.82E-02,Soluble,High,No,No,No,No,No,No,No,-7.6,0,0,0,0,0,0.55,0,3,1,5.23,0.26,Yes,no,yes,-4.89
Eupatorium lindleyanum,Eupalinilide C,OC/C=C(/C(=O)O[C@@H]1C[C@]2(O)CO[C@@H]3[C@@H]2[C@@H]([C@H]2[C@@H]1C(=C)C(=O)O2)C(=C3)C)\C,C20H24O7,376.4,27,0,0.6,4,7,2,94.39,102.29,2.45,0.16,0.66,1,1.48,1.15,-2.01,3.67E+00,9.76E-03,Soluble,-1.87,5.13E+00,1.36E-02,Very soluble,-1.34,1.71E+01,4.55E-02,Soluble,High,No,Yes,No,No,No,No,No,-8.48,0,0,0,0,0,0.55,0,3,1,5.31,0.26,NO,no,yes,-5.51
Eupatorium lindleyanum,Eupalinilide D,ClC[C@@]1(O)C[C@@H](O)[C@@H]2[C@H]([C@@H]3[C@H]1[C@@H](O)C=C3C)OC(=O)C2=C,C15H19ClO5,314.76,21,0,0.67,1,5,3,76.53,86.99,1.8,-0.08,0.37,1.04,1.04,0.83,-1.68,6.65E+00,2.11E-02,Very soluble,-1.29,1.60E+01,5.07E-02,Very soluble,-1.25,1.79E+01,5.69E-02,Soluble,High,No,Yes,No,No,No,No,No,-8.28,0,0,0,0,0,0.55,0,3,0,4.86,0.08,Yes,yes,yes,-6.1
Eupatorium lindleyanum,Eupalinilide E,C/C=C(/C(=O)O[C@@H]1C[C@](O)(CCl)[C@H]2[C@@H]([C@H]3[C@@H]1C(=C)C(=O)O3)C(=C[C@@H]2O)C)\C,C20H25ClO6,396.86,27,0,0.6,4,6,2,100.22,93.06,2.64,1.69,1.89,2.02,2.37,2.12,-3.1,3.14E-01,7.92E-04,Soluble,-3.26,2.19E-01,5.51E-04,Soluble,-2.32,1.92E+00,4.83E-03,Soluble,High,No,Yes,No,No,No,No,Yes,-7.52,0,0,0,0,0,0.55,0,4,1,5.37,0.07,Yes,yes,yes,-8.36
Eupatorium lindleyanum,Eupalinilide F,OC/C=C(\C(=O)O[C@@H]1C[C@](O)(CO)[C@H]2[C@@H]([C@H]3[C@@H]1C(=C)C(=O)O3)C(=C[C@@H]2O)C)/C,C20H26O8,394.42,28,0,0.6,5,8,4,97.75,133.52,1.64,-0.83,-0.39,0.21,0.66,0.26,-1.43,1.46E+01,3.69E-02,Very soluble,-1.49,1.27E+01,3.21E-02,Very soluble,-0.57,1.06E+02,2.69E-01,Soluble,High,No,No,No,No,No,No,No,-9.3,0,0,0,1,0,0.55,0,3,1,5.4,0.26,NO,no,yes,-8.81
Eupatorium lindleyanum,Eupachinilide C,OC/C=C(\C(=O)O[C@@H]1C[C@](O)(CCl)[C@H]2[C@@H]([C@H]3[C@@H]1C(=C)C(=O)O3)C(=C[C@@H]2O)C)/C,C20H25ClO7,412.86,28,0,0.6,5,7,3,101.38,113.29,2.17,0.44,0.86,1.22,1.78,1.29,-2.35,1.86E+00,4.50E-03,Soluble,-2.39,1.69E+00,4.10E-03,Soluble,-1.75,7.43E+00,1.80E-02,Soluble,High,No,Yes,No,No,No,No,No,-8.51,0,0,0,0,0,0.55,0,4,1,5.47,0.07,Yes,yes,yes,-5.76
Eupatorium lindleyanum,Eupalinilide G,OC/C=C(\C(=O)O[C@@H]1C[C@]2(CO2)[C@H]2[C@@H]([C@H]3[C@@H]1C(=C)C(=O)O3)[C@]1([C@@H]([C@H]2O)O1)C)/C,C20H24O8,392.4,28,0,0.7,4,8,2,93.88,118.12,1.99,-0.23,-0.13,0.3,1.59,0.7,-1.86,5.37E+00,1.37E-02,Very soluble,-1.79,6.32E+00,1.61E-02,Very soluble,-1.07,3.34E+01,8.51E-02,Soluble,High,No,Yes,No,No,No,No,No,-8.86,0,0,0,0,0,0.55,0,3,1,5.71,0.09,Yes,yes,yes,-6.92
Eupatorium lindleyanum,Eupalinilide H,C/C=C(\C(=O)O[C@@H]1C[C@](O)(CCl)[C@H]2[C@@H]([C@H]3[C@@H]1C(=C)C(=O)O3)[C@]1([C@@H]([C@H]2O)O1)C)/C,C20H25ClO7,412.86,28,0,0.7,4,7,2,99.7,105.59,2.03,1.3,1.1,1.31,2.24,1.6,-2.95,4.58E-01,1.11E-03,Soluble,-3.12,3.15E-01,7.63E-04,Soluble,-2.04,3.74E+00,9.06E-03,Soluble,High,No,Yes,No,No,No,No,Yes,-7.9,0,0,0,0,0,0.55,0,4,1,5.35,0.05,Yes,yes,yes,-8.1
Eupatorium lindleyanum,Eupalinilide I,OC/C=C(/C(=O)O[C@@H]1C[C@](O)(CO)[C@H]2[C@@H]([C@H]3[C@@H]1C(=C)C(=O)O3)[C@]1([C@@H]([C@H]2O)O1)C)\C,C20H26O9,410.42,29,0,0.7,5,9,4,97.23,146.05,1.25,-1.23,-1.17,-0.48,0.53,-0.22,-1.28,2.16E+01,5.25E-02,Very soluble,-1.34,1.87E+01,4.55E-02,Very soluble,-0.3,2.07E+02,5.05E-01,Soluble,Low,No,Yes,No,No,No,No,No,-9.68,0,1,1,1,0,0.55,0,3,1,5.37,0.15,Yes,no,yes,-8.36
Eupatorium lindleyanum,Eupalinilide J,OC/C=C(/C(=O)O[C@@H]1C[C@](O)(CO)[C@H]2[C@@H]([C@H]3[C@@H]1C(=C)C(=O)O3)[C@]1([C@@H]([C@H]2OC(=O)C)O1)C)\C,C22H28O10,452.45,32,0,0.68,7,10,3,106.97,152.12,2.53,-0.65,-0.6,-0.08,1.05,0.45,-1.77,7.62E+00,1.68E-02,Very soluble,-2.07,3.84E+00,8.49E-03,Soluble,-0.91,5.59E+01,1.24E-01,Soluble,Low,No,No,No,No,No,No,No,-9.52,0,1,1,1,1,0.55,0,3,1,5.61,0.24,NO,no,yes,-8.17
Eupatorium lindleyanum,Eupachinilide E,OC/C=C(/C(=O)O[C@@H]1C[C@](O)(CCl)[C@H]2[C@@H]([C@H]3[C@@H]1C(=C)C(=O)O3)[C@]1([C@@H]([C@H]2O)O1)C)\C,C20H25ClO8,428.86,29,0,0.7,5,8,3,100.86,125.82,1.96,0.05,0.07,0.52,1.65,0.85,-2.2,2.70E+00,6.30E-03,Soluble,-2.25,2.44E+00,5.68E-03,Soluble,-1.47,1.45E+01,3.38E-02,Soluble,High,No,Yes,No,No,No,No,Yes,-8.88,0,0,0,0,0,0.55,0,4,1,5.47,0.05,Yes,yes,yes,-5.31
Eupatorium lindleyanum,3-Deacetyleupalinin A,C/C=C(/C(=O)O[C@@H]1C[C@@]2(C)O[C@H]2C[C@@H](C(=C[C@@H]2[C@@H]1C(=C)C(=O)O2)C)O)\CO,C20H26O7,378.42,27,0,0.6,4,7,2,96.51,105.59,2.24,0.63,1.19,1,2,1.41,-2.32,1.82E+00,4.80E-03,Soluble,-2.42,1.43E+00,3.78E-03,Soluble,-1.69,7.80E+00,2.06E-02,Soluble,High,No,Yes,No,No,No,No,No,-8.16,0,0,0,0,0,0.55,0,4,1,5.71,0.26,NO,no,yes,-6.17
Eupatorium lindleyanum,"8beta-(4'-hydroxytigloyloxy)-3beta,14-dihydroxy-6betaH,7alphaH-germacra-1(10)Z,4Z,11(13)-trien-6,12-olide",OC/C=C(/C(=O)O[C@@H]1CC(=CC[C@H](C(=C[C@@H]2[C@H]1C(=C)C(=O)O2)C)O)CO)\C,C20H26O7,378.42,27,0,0.5,5,7,3,98.19,113.29,2.22,0.02,0.95,0.92,1.54,1.13,-1.87,5.12E+00,1.35E-02,Very soluble,-1.95,4.24E+00,1.12E-02,Very soluble,-1.39,1.55E+01,4.09E-02,Soluble,High,No,No,No,No,No,No,No,-8.59,0,0,0,0,0,0.55,0,3,1,5.44,0.26,NO,no,yes,-8.49
Eupatorium lindleyanum,"8beta-Tigloyloxy-3beta,14-dihydroxy-6betaH,7alphaH-germacra-1(10)Z,4E-11(13)-trien-6,12-olide",C/C=C(/C(=O)O[C@H]1CC(=CC[C@@H](C(=C[C@H]2[C@@H]1C(=C)C(=O)O2)C)O)CO)\C,C20H26O6,362.42,26,0,0.5,4,6,2,97.02,93.06,2.95,1.27,1.98,1.72,2.13,2.01,-2.62,8.63E-01,2.38E-03,Soluble,-2.82,5.44E-01,1.50E-03,Soluble,-1.96,3.99E+00,1.10E-02,Soluble,High,No,No,No,No,No,No,No,-7.61,0,0,0,0,0,0.55,0,3,1,5.4,-,-,,,
Pongamia pinnata,Octadecanoic acid,CCCCCCCCCCCCCCCCCC(=O)O,C18H36O2,284.48,20,0,0.94,16,2,1,90.41,37.3,4.3,8.23,6.33,4.67,6.13,5.93,-5.73,5.26E-04,1.85E-06,Moderately soluble,-8.87,3.80E-07,1.33E-09,Poorly soluble,-6.11,2.19E-04,7.71E-07,Poorly soluble,High,No,No,Yes,No,No,No,No,-2.19,1,1,1,1,2,0.85,0,0,2,2.54,0.05,Yes,yes,yes,-25.2
Pongamia pinnata,Betulinic acid,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]1CC[C@H]3[C@@]([C@]1(C)CC2)(C)CC[C@@H]1[C@]3(C)CC[C@@H](C1(C)C)O)C(=O)O,C30H48O3,456.7,33,0,0.9,2,3,2,136.91,57.53,3.81,8.21,7.09,5.82,5.75,6.14,-7.71,8.87E-06,1.94E-08,Poorly soluble,-9.28,2.40E-07,5.26E-10,Poorly soluble,-5.7,9.09E-04,1.99E-06,Moderately soluble,Low,No,No,No,No,Yes,No,No,-3.26,1,3,0,1,1,0.85,0,1,2,5.63,0.15,NO,no,no,-21.4
Pongamia pinnata,Lupeol,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]1CC[C@H]3[C@@]([C@]1(C)CC2)(C)CC[C@@H]1[C@]3(C)CC[C@@H](C1(C)C)O)C,C30H50O,426.72,31,0,0.93,1,1,1,135.14,20.23,4.72,9.87,8.02,6.92,6.82,7.27,-8.64,9.83E-07,2.30E-09,Poorly soluble,-10.22,2.58E-08,6.05E-11,Insoluble,-6.74,7.69E-05,1.80E-07,Poorly soluble,Low,No,No,No,No,No,No,No,-1.9,1,3,0,1,2,0.55,0,1,2,5.49,0.13,NO,no,no,-22.1
Pongamia pinnata,Pongachromene,COc1c(oc2c(c1=O)ccc1c2C=CC(O1)(C)C)c1ccc2c(c1)OCO2,C22H18O6,378.37,28,16,0.23,2,6,0,104.6,67.13,3.91,4.1,4.27,1.94,4.77,3.8,-5.06,3.30E-03,8.71E-06,Moderately soluble,-5.22,2.30E-03,6.09E-06,Moderately soluble,-6.81,5.81E-05,1.53E-07,Poorly soluble,High,Yes,No,Yes,Yes,Yes,No,Yes,-5.7,0,0,0,0,0,0.55,0,0,2,4.08,0.34,NO,no,no,-0.5
Pongamia pinnata,Pongapin,COc1c(oc2c(c1=O)ccc1c2cco1)c1ccc2c(c1)OCO2,C19H12O6,336.29,25,19,0.11,2,6,0,90.25,71.04,3.28,3.58,3.94,1.2,4.27,3.25,-4.61,8.24E-03,2.45E-05,Moderately soluble,-4.76,5.87E-03,1.75E-05,Moderately soluble,-6.87,4.56E-05,1.36E-07,Poorly soluble,High,Yes,No,Yes,No,Yes,Yes,Yes,-5.81,0,0,0,0,0,0.55,0,0,1,3.43,0.47,NO,no,no,0.81
